Profit,Transaction ID,Product ID,Customer ID,Date,Online,Status,Brand,Product Line,Product Class,Size,List Price,Cost
1660.88,41,44,2570,08-05-2017,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
1408.91,42,79,3398,14-05-2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03
128.46,43,76,488,17-03-2017,False,Cancelled,WeareA2B,Standard,low,medium,642.31,513.85
1215.34,44,46,165,22-12-2017,False,Approved,Solex,Standard,low,medium,1289.85,74.51
1295.43,45,55,2787,07-06-2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
574.62,46,66,3053,20-06-2017,False,Approved,Solex,Standard,medium,medium,1163.89,589.27
903.11,47,35,475,07-05-2017,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4
502.47,48,81,1305,10-06-2017,True,Approved,Solex,Standard,medium,medium,1151.96,649.49
110.56,49,86,1251,17-06-2017,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
431.33,50,32,3103,10-05-2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
445.21,51,77,3108,24-03-2017,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1
641.64,52,96,857,27-11-2017,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
91.15,53,6,3455,21-12-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
110.81,54,27,2549,09-02-2017,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
72.6,55,0,3140,18-09-2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
189.28,56,47,3406,14-11-2017,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
641.64,57,94,2294,30-08-2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
25.09,58,91,1031,14-11-2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
583.27,59,93,993,15-02-2017,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9
217.51,60,60,3473,18-12-2017,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
4.8,61,0,1839,24-02-2017,False,Approved,OHM Cycles,Road,high,large,12.01,7.21
144.26,62,33,1824,18-12-2017,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
448.68,63,35,368,17-12-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
110.81,64,0,2000,08-07-2017,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
133.78,65,28,825,16-05-2017,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
110.56,66,86,3315,23-02-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
17.87,67,2,75,03-07-2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
451.65,68,4,1498,30-09-2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
1702.55,69,38,1612,21-10-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
110.81,70,27,2192,06-05-2017,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
1279.4,71,54,419,03-01-2017,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
1660.88,72,77,3307,09-05-2017,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
15.08,73,22,2430,23-07-2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
45.96,74,56,1506,21-01-2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9
771.12,75,58,1346,20-06-2017,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
15.08,76,22,927,10-03-2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
43.97,77,50,763,02-06-2017,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92
139.23,78,80,2397,07-11-2017,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
471.6,79,87,102,12-09-2017,True,Approved,Giant Bicycles,Standard,high,medium,1179,707.4
209.84,80,15,2884,16-12-2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
198.22,81,84,759,07-10-2017,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
690.49,82,21,773,27-04-2017,True,Approved,Solex,Standard,medium,large,1071.23,380.74
110.56,83,0,3398,01-04-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
144.26,84,33,3297,02-11-2017,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
75.48,85,84,2434,13-02-2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
448.68,86,1,1861,19-07-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
110.81,87,27,1233,23-05-2017,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
547.28,88,31,1390,06-08-2017,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
4.8,89,0,2682,04-04-2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21
179.44,90,62,439,15-08-2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72
409.86,91,17,1579,15-04-2017,True,Approved,Solex,Standard,high,medium,1024.66,614.8
1612.25,92,73,2984,25-07-2017,True,Approved,Solex,Standard,medium,medium,1945.43,333.18
144.26,93,33,3470,28-11-2017,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
110.56,94,86,1,23-12-2017,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
356.5,95,45,757,26-02-2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
448.68,96,1,1778,21-02-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
139.23,97,80,211,31-05-2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
133.38,98,49,333,23-06-2017,,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13
41.13,99,95,32,26-03-2017,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43
179.44,100,0,119,31-07-2017,False,Approved,Solex,Standard,medium,medium,478.16,298.72
459.46,101,18,2347,27-07-2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
451.65,102,4,2353,14-04-2017,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
144.26,103,33,788,12-11-2017,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
1055.82,104,78,1468,12-09-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
1305.25,105,89,821,26-10-2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
198.29,106,70,2489,15-02-2017,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43
737.57,107,79,2710,22-12-2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
1230.3,108,26,947,11-10-2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
1230.27,109,39,1335,27-03-2017,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
437.46,110,36,1076,04-11-2017,False,Approved,Solex,Standard,low,medium,945.04,507.58
14.23,111,0,3320,11-06-2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
198.22,112,84,779,09-10-2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
143.36,113,98,3296,07-06-2017,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03
1010.02,114,75,455,24-10-2017,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
128.46,115,76,1779,01-05-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85
90.1,116,72,2703,21-11-2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3
199.1,117,42,806,24-03-2017,False,Approved,OHM Cycles,Road,medium,small,1810,1610.9
195.34,118,20,22,21-03-2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
872.89,119,64,1591,20-02-2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
198.29,120,0,678,16-06-2017,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43
709.34,121,25,50,04-12-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
957.02,122,24,1038,01-12-2017,True,Approved,Solex,Road,medium,large,1777.8,820.78
547.28,123,31,1453,05-03-2017,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
693.76,124,98,1339,21-03-2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
143.82,125,22,3382,03-01-2017,True,Approved,Solex,Standard,medium,medium,575.27,431.45
693.76,126,53,773,01-04-2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
75.48,127,84,2503,16-03-2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
709.34,128,25,1057,26-02-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
43.97,129,50,1397,05-06-2017,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92
1660.88,130,44,2134,04-09-2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
129.01,131,96,2403,18-01-2017,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77
1069.55,132,12,1937,28-09-2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
834.94,133,93,1282,02-09-2017,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
1055.82,134,78,2183,09-05-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
198.22,135,84,1788,17-10-2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
1028.76,136,65,1170,25-04-2017,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
,137,0,431,23-09-2017,False,Approved,,,,,1942.61,
834.94,138,29,1940,02-08-2017,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
471.6,139,32,2073,25-03-2017,False,Cancelled,Giant Bicycles,Standard,high,medium,1179,707.4
509.97,140,11,462,01-01-2017,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
1612.25,141,10,2728,22-12-2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18
1215.34,142,46,2053,25-12-2017,False,Approved,Solex,Standard,low,medium,1289.85,74.51
217.51,143,60,2135,26-01-2017,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
1630.25,144,92,1217,20-12-2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
745.94,145,7,2992,07-06-2017,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
104.24,146,41,3261,06-04-2017,True,Approved,Solex,Road,medium,medium,416.98,312.74
167.21,147,67,2748,25-04-2017,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
152.55,148,14,3262,13-01-2017,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
1305.25,149,89,788,21-03-2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
75.14,150,9,3067,21-11-2017,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
57.73,151,31,701,11-11-2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
155.65,152,92,648,16-10-2017,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
1544.61,153,37,3286,19-08-2017,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
1702.55,154,3,3383,06-04-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
75.75,155,56,982,04-11-2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
737.17,156,14,676,22-08-2017,True,Approved,Solex,Standard,high,large,1842.92,1105.75
299.27,157,6,385,15-09-2017,True,Approved,Solex,Standard,high,medium,748.17,448.9
43.97,158,50,1229,01-03-2017,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92
1103.43,159,10,3232,16-08-2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
,160,0,3300,27-08-2017,False,Approved,,,,,1656.86,
198.22,161,69,2381,10-07-2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
1055.82,162,78,371,11-12-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
139.23,163,80,2519,20-05-2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
409.86,164,17,2264,30-07-2017,False,Approved,Solex,Standard,high,medium,1024.66,614.8
1702.55,165,3,2637,25-10-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
1055.82,166,78,3262,27-11-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
72.6,167,90,3177,26-04-2017,,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
471.6,168,87,2267,02-02-2017,False,Approved,Giant Bicycles,Standard,high,medium,1179,707.4
50.66,169,97,456,02-05-2017,False,Approved,Solex,Standard,medium,large,202.62,151.96
91.15,170,6,404,16-10-2017,,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
830.24,171,100,3121,22-10-2017,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35
1295.43,172,55,2365,11-04-2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
830.24,173,100,2528,16-11-2017,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35
1103.43,174,10,3151,17-12-2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
709.34,175,25,3241,23-12-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
827.16,176,74,1335,30-03-2017,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
72.6,177,90,2234,13-04-2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
45.96,178,56,3226,25-07-2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9
179.44,179,62,1365,31-01-2017,False,Approved,Solex,Standard,medium,medium,478.16,298.72
195.34,180,20,3349,18-03-2017,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
409.86,181,17,1002,24-02-2017,False,Approved,Solex,Standard,high,medium,1024.66,614.8
182.81,182,16,2282,18-02-2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
1215.34,183,46,2656,07-01-2017,False,Approved,Solex,Standard,low,medium,1289.85,74.51
737.17,184,71,2409,05-07-2017,True,Approved,Solex,Standard,high,large,1842.92,1105.75
128.46,185,91,1711,19-11-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85
409.86,186,17,2582,08-11-2017,True,Approved,Solex,Standard,high,medium,1024.66,614.8
1010.02,187,1,1005,24-07-2017,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
1702.55,188,3,1597,15-01-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
45.96,189,56,2713,12-01-2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9
1544.61,190,37,1435,27-11-2017,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
309.81,191,34,1477,30-06-2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72
57.73,192,0,1614,15-07-2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
1069.55,193,12,1254,22-06-2017,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
709.34,194,25,1423,02-05-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
64.51,195,81,276,27-12-2017,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
4.8,196,19,1315,21-12-2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21
356.5,197,45,591,23-05-2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
812.44,198,74,1017,02-02-2017,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52
144.26,199,33,2123,08-06-2017,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
1630.25,200,57,2889,15-04-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
133.38,201,0,3208,05-09-2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13
75.75,202,23,2406,26-02-2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
167.21,203,67,2041,29-07-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
64.51,204,81,1598,03-07-2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
771.12,205,58,1842,27-05-2017,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
451.65,206,5,141,05-05-2017,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
641.64,207,94,1321,09-09-2017,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
802.26,208,51,183,21-05-2017,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
155.65,209,59,2591,22-09-2017,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
1383.61,210,63,3356,12-04-2017,True,Approved,Solex,Standard,medium,medium,1483.2,99.59
583.27,211,40,766,07-05-2017,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9
872.89,212,80,1596,13-01-2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
459.46,213,82,520,14-12-2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
1215.34,214,46,868,22-03-2017,True,Approved,Solex,Standard,low,medium,1289.85,74.51
1055.82,215,78,2999,30-09-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
90.1,216,72,352,29-11-2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3
1010.02,217,75,1140,09-06-2017,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
1295.43,218,40,621,21-04-2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
64.930000000,219,2,3307,13-11-2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33
1103.43,220,10,1502,09-04-2017,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
448.68,221,35,936,08-05-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
187.39,222,8,939,08-07-2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13
64.930000000,223,2,2698,30-11-2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33
198.22,224,69,579,25-04-2017,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
1279.4,225,54,2036,30-03-2017,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
187.39,226,8,3077,10-03-2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13
110.56,227,86,369,16-03-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
574.62,228,13,821,04-04-2017,True,Approved,Solex,Standard,medium,medium,1163.89,589.27
114.93,229,19,2687,13-03-2017,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
110.56,230,86,681,23-12-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
1544.61,231,46,37,12-08-2017,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
299.27,232,30,3002,04-08-2017,False,Approved,Solex,Standard,high,medium,748.17,448.9
1630.25,233,92,396,01-09-2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
737.17,234,71,550,01-09-2017,True,Approved,Solex,Standard,high,large,1842.92,1105.75
445.21,235,77,1605,02-07-2017,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1
144.26,236,7,2325,31-08-2017,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
75.75,237,23,1420,11-03-2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
1069.55,238,12,3099,08-10-2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
14.23,239,61,1645,01-10-2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
690.49,240,21,546,23-11-2017,False,Approved,Solex,Standard,medium,large,1071.23,380.74
110.56,241,86,2885,27-03-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
1630.25,242,57,2740,04-12-2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
1383.61,243,63,3166,13-11-2017,True,Approved,Solex,Standard,medium,medium,1483.2,99.59
1230.3,244,63,3487,20-12-2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
144.26,245,33,2890,22-09-2017,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
693.76,246,98,3370,22-01-2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
209.84,247,15,3393,29-01-2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
1630.25,248,57,2410,21-07-2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
14.23,249,61,3466,10-02-2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
812.44,250,48,1454,25-11-2017,False,Cancelled,WeareA2B,Standard,medium,medium,1762.96,950.52
1383.61,251,63,1967,11-04-2017,,Approved,Solex,Standard,medium,medium,1483.2,99.59
1055.82,252,78,3089,03-12-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
64.930000000,253,2,3123,30-12-2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33
690.49,254,67,2692,26-07-2017,False,Approved,Solex,Standard,medium,large,1071.23,380.74
167.21,255,67,2801,01-04-2017,True,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84
751.02,256,13,1580,22-10-2017,True,Approved,Solex,Standard,medium,medium,1577.53,826.51
1028.76,257,65,352,22-03-2017,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
133.38,258,49,1777,15-06-2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13
471.6,259,87,142,06-07-2017,True,Approved,Giant Bicycles,Standard,high,medium,1179,707.4
57.73,260,31,3393,28-12-2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
409.86,261,17,599,09-05-2017,False,Approved,Solex,Standard,high,medium,1024.66,614.8
25.09,262,91,1258,18-01-2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
693.76,263,53,3405,22-10-2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
751.02,264,38,3198,30-01-2017,False,Approved,Solex,Standard,medium,medium,1577.53,826.51
195.34,265,20,834,26-06-2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
1660.88,266,44,3467,07-11-2017,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
198.22,267,69,3436,13-08-2017,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
1592.19,268,68,1516,27-08-2017,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71
509.97,269,11,2833,25-01-2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
17.87,270,2,2362,13-02-2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
110.81,271,27,2337,11-07-2017,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
143.36,272,0,2149,30-04-2017,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03
502.47,273,81,2133,19-05-2017,False,Approved,Solex,Standard,medium,medium,1151.96,649.49
91.15,274,6,360,26-05-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
128.46,275,76,2969,03-02-2017,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85
143.82,276,18,1720,28-04-2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45
459.46,277,18,2904,23-03-2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
75.14,278,9,754,03-06-2017,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
448.68,279,35,1826,25-04-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
834.94,280,93,2487,08-04-2017,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
583.27,281,40,2815,18-02-2017,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9
